fixed acidity;volatile acidity;citric acid;residual sugar;chlorides;free sulfur dioxide;total sulfur dioxide;density;pH;sulphates;alcohol;quality
0.139423077;-0.076470588;0.093975904;-0.071932515;-0.017121662;-0.00456446;0.071090487;-0.003855793;-0.125454545;-0.139302326;-0.066774194;5
-0.024038462;0.021568627;-0.056626506;-0.079601227;-0.034925816;-0.063797909;-0.040278422;-0.013495277;-0.052727273;-0.150930233;-0.211935484;5
-0.004807692;0.080392157;-0.056626506;-0.027453988;-0.020089021;-0.039407666;-0.033317865;-0.059764797;0.074545455;-0.174186047;0.336451613;7
0.014423077;-0.105882353;0.244578313;0.098312883;-0.002284866;-0.039407666;-0.028677494;0.003855793;0.065454545;-0.127674419;0.271935484;8
0.225961538;-0.096078431;0.093975904;-0.075;-0.014154303;0.012857143;-0.019396752;0.009639483;-0.134545455;0.000232558;-0.11516129;7
0.120192308;-0.076470588;0.093975904;0.026226994;0.015519288;0.05466899;0.154617169;0.026990553;-0.08;0.035116279;0.078387097;6
0.091346154;-0.017647059;0.244578313;0.01702454;-0.005252226;0.082543554;0.050208817;0.038557933;0.029090909;0.174651163;-0.082903226;6
-0.004807692;-0.066666667;0.093975904;0.124386503;0.042225519;0.051184669;0.073410673;0.09832273;0.329090909;-0.057906977;-0.11516129;6
0.100961538;-0.076470588;0.093975904;-0.073466258;0.021454006;-0.070766551;0.013085847;-0.019278967;-0.025454545;-0.023023256;-0.002258065;5
0.110576923;-0.096078431;0.093975904;-0.070398773;0.045192878;-0.088188153;0.015406032;0.003855793;0.038181818;-0.011395349;-0.082903226;5
0.1875;-0.047058824;0.244578313;-0.04892638;-0.011186944;-0.070766551;-0.028677494;-0.01156738;-0.152727273;0.023488372;0.110645161;6
0.043269231;-0.056862745;0.093975904;0.046165644;-0.034925816;-0.021986063;-0.010116009;-0.001927897;-0.18;-0.19744186;0.078387097;7
0.043269231;-0.056862745;0.093975904;0.053834356;-0.043827893;0.044216028;0.052529002;-0.00578369;-0.161818182;-0.243953488;0.110645161;6
0.052884615;-0.08627451;0.093975904;0.044631902;-0.046795252;-0.032439024;-0.014756381;0;-0.18;-0.19744186;0.078387097;7
0.043269231;-0.120588235;0.093975904;-0.078067485;-0.020089021;-0.00456446;-0.005475638;-0.026990553;-0.043636364;0.325813953;-0.002258065;6
0.129807692;-0.056862745;0.093975904;0.049233129;-0.026023739;0.061637631;0.036287703;0.021206863;-0.152727273;-0.185813953;0.013870968;6
0.129807692;-0.037254902;0.093975904;0.044631902;-0.02305638;0.05815331;0.057169374;0.02313476;-0.152727273;-0.185813953;0.013870968;6
0.149038462;-0.047058824;0.093975904;0.021625767;-0.031958457;-0.046376307;-0.100603248;-0.009639483;-0.134545455;-0.174186047;0.239677419;6
0.139423077;-0.076470588;0.093975904;-0.071932515;-0.017121662;-0.00456446;0.071090487;-0.003855793;-0.125454545;-0.139302326;-0.066774194;5
0.139423077;-0.076470588;0.093975904;-0.071932515;-0.02305638;0.009372822;0.066450116;-0.001927897;-0.125454545;-0.139302326;-0.066774194;6
-0.024038462;0.021568627;-0.056626506;-0.079601227;-0.034925816;-0.063797909;-0.040278422;-0.013495277;-0.052727273;-0.150930233;-0.211935484;5
0.004807692;-0.066666667;0.093975904;-0.076533742;-0.014154303;-0.070766551;0.059489559;-0.025062657;0.056363636;0.163023256;0.078387097;5
0.110576923;-0.02745098;0.093975904;0.040030675;-0.005252226;-0.015017422;0.108213457;0.077115867;0.138181818;0.000232558;-0.082903226;6
-0.024038462;-0.066666667;0.093975904;0.180368098;-0.011186944;0.019825784;0.045568445;0.10989011;0.083636364;-0.116046512;-0.292580645;6
0.033653846;-0.007843137;0.244578313;0.093711656;-0.026023739;0.040731707;0.040928074;0.079043763;-0.134545455;-0.057906977;-0.292580645;5
0.706730769;-0.007843137;0.093975904;-0.081134969;-0.026023739;-0.00804878;0.040928074;-0.038557933;-0.034545455;0.058372093;0.094516129;6
0.100961538;0.001960784;0.093975904;0.020092025;-0.002284866;0.044216028;0.131415313;0.026990553;-0.134545455;0.07;0.078387097;6
0.052884615;-0.007843137;0.093975904;-0.081134969;-0.026023739;-0.00804878;0.040928074;-0.038557933;-0.034545455;0.058372093;0.094516129;6
-0.024038462;-0.066666667;0.093975904;0.180368098;-0.011186944;0.019825784;0.045568445;0.10989011;0.083636364;-0.116046512;-0.292580645;6
0.033653846;-0.007843137;0.244578313;0.093711656;-0.026023739;0.040731707;0.040928074;0.079043763;-0.134545455;-0.057906977;-0.292580645;5
0.120192308;0.021568627;0.093975904;0.026226994;-0.026023739;-0.032439024;0.082691415;0.00578369;-0.08;-0.220697674;0.110645161;7
0.0625;-0.047058824;0.093975904;0.020092025;0.00958457;0.089512195;0.163897912;0.001927897;-0.043636364;-0.220697674;0.094516129;7
0.043269231;-0.017647059;0.093975904;-0.021319018;-0.05272997;-0.011533101;-0.072761021;-0.007711587;0.047272727;0.058372093;0.046129032;6
0.024038462;-0.096078431;0.244578313;0.141257669;-0.005252226;0.030278746;0.087331787;0.107962213;0.174545455;0.209534884;-0.244193548;6
0.158653846;-0.125490196;0.093975904;-0.075;-0.043827893;-0.063797909;-0.037958237;-0.015423173;-0.143636364;-0.104418605;-0.034516129;6
0.197115385;-0.145098039;0.093975904;-0.082668712;-0.05272997;-0.102125436;-0.265336427;-0.026990553;-0.252727273;-0.19744186;-0.099032258;5
0.120192308;0.001960784;0.093975904;-0.082668712;-0.017121662;-0.011533101;0.022366589;-0.007711587;-0.052727273;-0.092790698;-0.082903226;6
-0.081730769;-0.105882353;0.093975904;-0.082668712;-0.034925816;-0.032439024;-0.075081206;-0.038557933;0.02;-0.081162791;-0.11516129;6
0.043269231;-0.017647059;0.093975904;-0.021319018;-0.05272997;-0.011533101;-0.072761021;-0.007711587;0.047272727;0.058372093;0.046129032;6
0.024038462;-0.096078431;0.244578313;0.141257669;-0.005252226;0.030278746;0.087331787;0.107962213;0.174545455;0.209534884;-0.244193548;6
0.024038462;0.247058824;-0.056626506;-0.085736196;-0.049762611;-0.021986063;-0.121484919;-0.019278967;-0.025454545;-0.19744186;-0.228064516;4
0.033653846;-0.115686275;0.093975904;-0.078067485;-0.026023739;-0.028954704;-0.079721578;-0.030846347;0.038181818;0.093255814;0.013870968;6
0.043269231;-0.135294118;0.093975904;-0.081134969;-0.02305638;-0.025470383;-0.091322506;-0.02313476;0.010909091;0.267674419;0.013870968;6
0.197115385;-0.145098039;0.093975904;-0.082668712;-0.05272997;-0.102125436;-0.265336427;-0.026990553;-0.252727273;-0.19744186;-0.099032258;5
0.100961538;-0.154901961;0.093975904;-0.018251534;0.00958457;-0.00804878;0.031647332;0.02313476;-0.007272727;-0.023023256;0.013870968;6
-0.014423077;0.011764706;0.093975904;-0.025920245;-0.034925816;-0.001080139;0.040928074;0.009639483;-0.052727273;-0.04627907;-0.099032258;6
-0.014423077;0.021568627;0.093975904;-0.024386503;-0.034925816;0.002404181;0.045568445;0.009639483;-0.061818182;-0.04627907;-0.099032258;6
0.024038462;0.080392157;-0.056626506;-0.070398773;-0.061632047;-0.011533101;-0.084361949;-0.071332177;0.138181818;0.116511628;0.368709677;6
0.158653846;-0.125490196;0.093975904;-0.075;-0.043827893;-0.063797909;-0.037958237;-0.015423173;-0.143636364;-0.104418605;-0.034516129;6
0.100961538;-0.096078431;0.093975904;-0.018251534;0.015519288;0.002404181;0.04324826;0.025062657;-0.007272727;-0.011395349;0.013870968;6
-0.024038462;-0.08627451;0.395180723;-0.079601227;0.22620178;0.033763066;-0.021716937;-0.007711587;-0.089090909;-0.209069767;-0.292580645;6
0.043269231;-0.066666667;0.093975904;-0.070398773;-0.02305638;0.030278746;0.031647332;-0.053981107;0.12;-0.057906977;0.336451613;7
0.004807692;0.021568627;0.093975904;0.018558282;0.033323442;-0.035923345;0.040928074;0.042413727;0.22;0.163023256;0.078387097;7
0.100961538;0.139215686;0.093975904;0.027760736;0.030356083;-0.011533101;0.059489559;0.048197417;0.092727273;0.128139535;0.110645161;7
0.004807692;-0.037254902;0.093975904;-0.078067485;-0.040860534;-0.001080139;0.022366589;-0.015423173;0.238181818;0.093255814;0.03;7
0.072115385;-0.047058824;0.093975904;0.055368098;-0.028991098;0.033763066;0.1012529;0.05205321;-0.098181818;0.104883721;-0.147419355;6
0.100961538;-0.096078431;0.093975904;-0.018251534;0.015519288;0.002404181;0.04324826;0.025062657;-0.007272727;-0.011395349;0.013870968;6
-0.0625;0.149019608;0.093975904;0.000153374;-0.002284866;-0.081219512;-0.054199536;0.044341623;0.074545455;0.093255814;-0.244193548;4
0.1875;0.070588235;0.093975904;-0.082668712;-0.028991098;-0.074250871;-0.191090487;-0.038557933;-0.207272727;-0.185813953;-0.002258065;4
0.091346154;0.021568627;0.244578313;-0.070398773;-0.037893175;-0.00804878;0.040928074;-0.0578369;0.092727273;0.035116279;0.368709677;6
0.216346154;0.001960784;0.093975904;-0.067331288;0.03925816;-0.088188153;-0.061160093;0.03470214;-0.034545455;-0.034651163;-0.066774194;5
0.024038462;0.060784314;0.093975904;-0.075;-0.055697329;-0.032439024;-0.028677494;-0.077115867;0.101818182;-0.185813953;0.271935484;7
0.091346154;0.021568627;0.244578313;-0.070398773;-0.037893175;-0.00804878;0.040928074;-0.0578369;0.092727273;0.035116279;0.368709677;6
0.216346154;0.001960784;0.093975904;-0.067331288;0.03925816;-0.088188153;-0.061160093;0.03470214;-0.034545455;-0.034651163;-0.066774194;5
0.158653846;-0.08627451;0.093975904;-0.044325153;-0.005252226;-0.021986063;-0.049559165;-0.003855793;-0.043636364;0.023488372;-0.066774194;6
0.072115385;-0.096078431;0.093975904;0.178834356;0.000682493;0.002404181;0.045568445;0.107962213;-0.116363636;-0.092790698;-0.211935484;5
0.0625;-0.08627451;0.093975904;-0.070398773;0.027388724;-0.056829268;-0.065800464;0.01156738;0.129090909;-0.057906977;-0.099032258;5
0.052884615;0.021568627;0.093975904;0.027760736;0.027388724;0.047700348;0.115174014;0.065548487;0.301818182;0.104883721;-0.131290323;6
-0.014423077;0.021568627;0.244578313;-0.021319018;-0.02305638;-0.001080139;0.04324826;0.009639483;0.02;-0.034651163;-0.099032258;5
-0.024038462;0.021568627;0.244578313;-0.027453988;-0.014154303;0.002404181;0.047888631;0.01156738;0.02;-0.04627907;-0.099032258;5
0.052884615;0.021568627;0.093975904;0.027760736;0.027388724;0.047700348;0.115174014;0.065548487;0.301818182;0.104883721;-0.131290323;6
0.004807692;-0.056862745;0.093975904;0.009355828;0.051127596;0.051184669;0.068770302;0.032774243;0.32;0.011860465;-0.034516129;6
0.091346154;-0.017647059;0.093975904;-0.050460123;-0.002284866;-0.049860627;-0.05187935;-0.01735107;-0.025454545;-0.16255814;-0.034516129;5
0.158653846;-0.105882353;0.093975904;0.03696319;0.006617211;-0.042891986;-0.070440835;0.013495277;-0.28;-0.174186047;-0.002258065;4
-0.004807692;-0.105882353;0.244578313;-0.061196319;0.021454006;0.089512195;0.1012529;0.025062657;0.401818182;0.314186047;-0.002258065;6
-0.0625;-0.007843137;0.093975904;-0.076533742;0.012551929;-0.053344948;-0.149327146;-0.01735107;0.12;-0.057906977;-0.11516129;6
0.024038462;0.354901961;0.093975904;-0.070398773;0.012551929;-0.063797909;-0.024037123;0.01156738;0.110909091;0.104883721;0.013870968;4
-0.043269231;-0.096078431;0.244578313;0.084509202;0.000682493;0.065121951;0.068770302;0.073260073;0.356363636;0.221162791;-0.066774194;5
0.072115385;0.031372549;0.093975904;0.107515337;0.048160237;0.051184669;0.122134571;0.094466937;0.029090909;0.046744186;-0.244193548;4
0.283653846;0.031372549;0.093975904;0.138190184;0.000682493;-0.077735192;-0.044918794;0.123385387;-0.007272727;-0.04627907;-0.163548387;5
0.206730769;0.021568627;0.093975904;0.012423313;-0.020089021;-0.011533101;-0.12612529;-0.003855793;-0.225454545;-0.19744186;0.159032258;6
0.149038462;-0.037254902;0.093975904;0.015490798;-0.020089021;0.037247387;-0.070440835;-0.01156738;-0.143636364;-0.185813953;0.223548387;7
-0.043269231;-0.096078431;0.244578313;0.084509202;0.000682493;0.065121951;0.068770302;0.073260073;0.356363636;0.221162791;-0.066774194;5
-0.043269231;-0.02745098;0.244578313;0.021625767;-0.002284866;0.05815331;0.163897912;0.030846347;0.02;-0.081162791;-0.211935484;6
0.043269231;0.021568627;0.244578313;0.10904908;-0.020089021;0.037247387;0.061809745;0.08097166;-0.152727273;-0.104418605;-0.292580645;5
0.235576923;0.031372549;0.093975904;-0.078067485;-0.011186944;-0.00456446;0.020046404;0.015423173;-0.070909091;-0.034651163;-0.11516129;5
-0.043269231;-0.02745098;0.244578313;0.021625767;-0.002284866;0.05815331;0.163897912;0.030846347;0.02;-0.081162791;-0.211935484;6
0.043269231;0.021568627;0.244578313;0.10904908;-0.020089021;0.037247387;0.061809745;0.08097166;-0.152727273;-0.104418605;-0.292580645;5
0.014423077;-0.007843137;0.244578313;-0.075;-0.028991098;-0.028954704;-0.037958237;-0.026990553;0.147272727;-0.011395349;0.110645161;6
0.100961538;-0.135294118;0.244578313;-0.079601227;-0.05272997;-0.018501742;0.061809745;-0.0578369;-0.098181818;0.383953488;0.288064516;6
-0.043269231;-0.154901961;0.093975904;0.000153374;-0.011186944;0.047700348;0.052529002;0.009639483;0.138181818;-0.057906977;-0.018387097;6
-0.004807692;-0.066666667;0.244578313;-0.079601227;0.003649852;-0.035923345;-0.063480278;-0.04626952;-0.052727273;-0.092790698;0.03;6
0.168269231;-0.115686275;0.093975904;0.013957055;-0.008219585;-0.091672474;-0.174849188;0.025062657;-0.052727273;0.116511628;-0.002258065;6
0.014423077;0.011764706;0.093975904;-0.039723926;0.003649852;0.005888502;-0.005475638;-0.003855793;-0.216363636;-0.104418605;-0.179677419;6
-0.043269231;-0.007843137;0.093975904;0.013957055;0.000682493;0.061637631;0.156937355;0.030846347;0.047272727;-0.069534884;-0.211935484;6
-0.024038462;0.266666667;-0.195180723;-0.056595092;-0.034925816;0.072090592;-0.037958237;-0.065548487;-0.034545455;-0.220697674;0.223548387;5
-0.043269231;-0.007843137;0.093975904;0.013957055;0.000682493;0.061637631;0.156937355;0.030846347;0.047272727;-0.069534884;-0.211935484;6
-0.052884615;-0.037254902;0.244578313;-0.076533742;0.374569733;-0.039407666;-0.070440835;-0.015423173;0.074545455;-0.116046512;-0.099032258;6
-0.014423077;0.050980392;0.093975904;-0.073466258;0.359732938;-0.053344948;-0.102923434;-0.050125313;-0.070909091;0.011860465;0.142903226;6
0.014423077;0.011764706;0.093975904;-0.039723926;0.003649852;0.005888502;-0.005475638;-0.003855793;-0.216363636;-0.104418605;-0.179677419;6
0.129807692;0.060784314;0.093975904;0.024693252;0.000682493;0.068606272;0.19638051;0.038557933;-0.098181818;0.035116279;0.03;6
-0.120192308;0.109803922;-0.056626506;-0.025920245;-0.034925816;-0.028954704;-0.142366589;-0.065548487;0.083636364;-0.150930233;0.352580645;5
-0.120192308;0.129411765;-0.056626506;-0.068865031;-0.034925816;-0.088188153;-0.198051044;-0.112781955;0.12;0.011860465;0.481612903;7
-0.014423077;0.129411765;-0.195180723;-0.05506135;0.006617211;0.012857143;-0.003155452;0.003855793;0.047272727;-0.16255814;-0.163548387;5
0.024038462;-0.017647059;0.093975904;-0.064263804;-0.040860534;-0.015017422;-0.058839907;-0.071332177;0.165454545;-0.081162791;0.38483871;9
0.0625;0.041176471;0.093975904;-0.071932515;-0.043827893;0.030278746;-0.06812065;-0.065548487;-0.107272727;-0.034651163;0.320322581;6
-0.100961538;-0.08627451;0.093975904;-0.022852761;-0.017121662;0.030278746;-0.047238979;-0.009639483;0.138181818;-0.127674419;-0.163548387;7
0.004807692;-0.007843137;0.093975904;0.262423313;0.033323442;0.082543554;0.224222738;0.16194332;-0.189090909;-0.023023256;-0.308709677;5
0.120192308;-0.076470588;0.093975904;0.08297546;0.006617211;0.037247387;0.170858469;0.053981107;-0.089090909;-0.034651163;-0.082903226;7
0.0625;0.041176471;0.093975904;-0.071932515;-0.043827893;0.030278746;-0.06812065;-0.065548487;-0.107272727;-0.034651163;0.320322581;6
0.129807692;-0.017647059;0.093975904;-0.018251534;-0.017121662;-0.056829268;-0.08900232;0.001927897;-0.061818182;-0.174186047;-0.066774194;6
0.091346154;-0.017647059;0.093975904;-0.04892638;-0.055697329;-0.025470383;-0.119164733;-0.04048583;-0.143636364;-0.19744186;0.126774194;7
0.110576923;-0.135294118;0.093975904;-0.075;-0.031958457;0.023310105;-0.042598608;-0.02313476;0.065454545;-0.104418605;0.013870968;7
0.110576923;0.011764706;0.093975904;0.081441718;-0.031958457;0.016341463;-0.017076566;0.03470214;-0.043636364;-0.174186047;0.046129032;5
0.0625;-0.08627451;0.093975904;-0.073466258;0.003649852;0.023310105;0.003805104;-0.015423173;0.192727273;-0.023023256;0.03;6
0.004807692;0.060784314;0.093975904;0.013957055;-0.002284866;0.089512195;0.156937355;0.032774243;-0.089090909;-0.104418605;-0.244193548;6
-0.0625;-0.076470588;0.093975904;-0.073466258;0.057062315;-0.063797909;0.010765661;-0.00578369;0.029090909;0.035116279;-0.211935484;6
-0.043269231;0.090196078;0.093975904;0.105981595;-0.002284866;0.061637631;0.242784223;0.08097166;-0.043636364;-0.011395349;-0.32483871;6
-0.0625;-0.056862745;0.093975904;-0.005981595;-0.049762611;-0.015017422;-0.024037123;-0.02313476;0.201818182;-0.150930233;0.126774194;8
0.091346154;-0.017647059;0.093975904;-0.04892638;-0.055697329;-0.025470383;-0.119164733;-0.04048583;-0.143636364;-0.19744186;0.126774194;7
0.197115385;0.041176471;0.093975904;-0.073466258;0.012551929;-0.063797909;-0.017076566;0.030846347;-0.052727273;-0.174186047;-0.179677419;5
-0.033653846;0.158823529;0.093975904;0.020092025;-0.002284866;-0.06728223;0.071090487;0.032774243;-0.070909091;-0.139302326;-0.292580645;6
0.014423077;-0.135294118;0.093975904;-0.007515337;0.021454006;-0.046376307;-0.047238979;0.026990553;0.156363636;-0.150930233;-0.179677419;6
0.206730769;-0.105882353;0.093975904;-0.082668712;-0.020089021;0.037247387;-0.017076566;-0.019278967;-0.089090909;0.023488372;-0.002258065;7
-0.043269231;-0.017647059;0.093975904;0.000153374;-0.026023739;0.005888502;0.052529002;0.026990553;0.174545455;0.046744186;-0.131290323;6
0.206730769;-0.056862745;0.093975904;0.061503067;0.006617211;0.05815331;0.131415313;0.090611143;0.110909091;-0.057906977;-0.050645161;6
0.197115385;0.041176471;0.093975904;-0.073466258;0.012551929;-0.063797909;-0.017076566;0.030846347;-0.052727273;-0.174186047;-0.179677419;5
0.129807692;-0.076470588;0.093975904;-0.044325153;0.033323442;-0.074250871;-0.070440835;-0.02313476;0.001818182;-0.16255814;0.159032258;6
0.091346154;-0.125490196;-0.056626506;0.020092025;0.003649852;-0.049860627;-0.093642691;0.021206863;-0.225454545;-0.209069767;-0.147419355;6
0.004807692;-0.02745098;-0.056626506;-0.070398773;0.021454006;-0.102125436;-0.040278422;-0.019278967;0.038181818;0.244418605;0.142903226;5
0.129807692;-0.076470588;0.093975904;-0.044325153;0.033323442;-0.074250871;-0.070440835;-0.02313476;0.001818182;-0.16255814;0.159032258;6
0.024038462;0.001960784;0.093975904;0.001687117;-0.014154303;-0.025470383;-0.063480278;-0.026990553;0.201818182;0.104883721;0.271935484;8
0.052884615;-0.08627451;0.093975904;0.004754601;-0.026023739;-0.070766551;-0.065800464;-0.003855793;0.010909091;-0.127674419;0.078387097;7
0.139423077;-0.02745098;0.093975904;0.159662577;0.006617211;0.051184669;0.207981439;0.117601697;-0.143636364;0.035116279;-0.211935484;6
0.0625;-0.135294118;0.244578313;-0.073466258;-0.031958457;-0.049860627;-0.028677494;-0.013495277;0.065454545;-0.04627907;-0.050645161;6
0.091346154;0.207843137;0.093975904;0.009355828;-0.008219585;-0.021986063;0.024686775;0.02313476;0.02;-0.185813953;-0.082903226;5
0.120192308;-0.154901961;0.093975904;-0.079601227;-0.011186944;0.026794425;0.050208817;-0.01156738;-0.052727273;-0.011395349;-0.131290323;6
0.072115385;0.188235294;0.093975904;0.101380368;0.573382789;0.023310105;0.189419954;0.09253904;-0.207272727;0.023488372;-0.211935484;5
0.100961538;-0.056862745;0.093975904;-0.039723926;-0.011186944;-0.032439024;-0.077401392;-0.019278967;-0.08;-0.116046512;-0.002258065;5
0.091346154;0.207843137;0.093975904;0.009355828;-0.008219585;-0.021986063;0.024686775;0.02313476;0.02;-0.185813953;-0.082903226;5
-0.043269231;-0.056862745;0.093975904;0.01702454;0.024421365;0.023310105;0.029327146;0.015423173;0.074545455;0.035116279;-0.066774194;6
0.043269231;-0.08627451;0.093975904;0.140490798;0.036290801;0.051184669;-0.010116009;0.111818007;0.210909091;-0.150930233;-0.228064516;7
0.120192308;0.021568627;0.093975904;0.090644172;0.00958457;0.051184669;0.013085847;0.059764797;-0.089090909;0.093255814;-0.050645161;7
0.043269231;-0.08627451;0.093975904;0.140490798;0.036290801;0.051184669;-0.010116009;0.111818007;0.210909091;-0.150930233;-0.228064516;7
0.0625;-0.037254902;0.093975904;0.046165644;0.006617211;0.051184669;0.024686775;0.042413727;-0.016363636;0.116511628;-0.002258065;7
-0.043269231;-0.056862745;0.093975904;0.01702454;0.024421365;0.023310105;0.029327146;0.015423173;0.074545455;0.035116279;-0.066774194;6
0.091346154;-0.066666667;0.093975904;-0.079601227;-0.028991098;-0.053344948;-0.091322506;-0.077115867;-0.125454545;-0.243953488;0.255806452;7
0.024038462;0.021568627;0.093975904;-0.073466258;-0.002284866;-0.015017422;-0.08900232;0.003855793;0.192727273;0.116511628;-0.050645161;5
0.004807692;-0.017647059;0.093975904;-0.073466258;0.036290801;0.012857143;0.06412993;0.048197417;0.42;0.035116279;-0.179677419;4
0.072115385;0.031372549;0.093975904;-0.037423313;-0.005252226;-0.028954704;-0.017076566;-0.053981107;-0.098181818;0.209534884;0.368709677;7
-0.043269231;0.139215686;0.244578313;0.098312883;0.089703264;0.044216028;0.163897912;0.073260073;-0.061818182;0.104883721;-0.244193548;6
0.129807692;0.011764706;0.093975904;-0.082668712;-0.005252226;-0.021986063;-0.047238979;-0.02313476;0.047272727;-0.150930233;0.062258065;4
0.100961538;0.050980392;-0.03253012;0.386656442;0.021454006;-0.001080139;0.087331787;0.314247156;-0.034545455;-0.127674419;-0.276451613;6
-0.024038462;0.178431373;0.093975904;0.015490798;0.018486647;-0.056829268;0.105893271;0.030846347;-0.070909091;-0.127674419;-0.244193548;5
0.091346154;0.001960784;0.093975904;-0.078067485;0.000682493;-0.028954704;0.008445476;-0.007711587;-0.089090909;0.116511628;-0.050645161;5
-0.100961538;-0.125490196;0.093975904;-0.081134969;0.006617211;-0.049860627;-0.093642691;-0.021206863;0.001818182;-0.011395349;-0.211935484;5
0.091346154;0.119607843;0.093975904;0.021625767;0.042225519;-0.00456446;0.054849188;0.050125313;0.065454545;0.104883721;0.126774194;6
-0.024038462;0.031372549;0.093975904;0.020092025;0.012551929;0.05815331;0.189419954;0.04626952;-0.061818182;-0.04627907;-0.276451613;5
-0.024038462;0.046078431;0.093975904;0.020092025;0.00958457;0.061637631;0.182459397;0.038557933;-0.025454545;-0.104418605;-0.195806452;5
-0.024038462;-0.007843137;0.093975904;0.021625767;0.00958457;0.092996516;0.182459397;0.036630037;-0.016363636;-0.04627907;-0.179677419;6
-0.014423077;-0.017647059;0.093975904;0.029294479;0.003649852;0.065121951;0.122134571;0.026990553;0.038181818;-0.104418605;-0.034516129;6
-0.014423077;-0.066666667;0.093975904;-0.076533742;0.003649852;-0.018501742;-0.056519722;-0.050125313;-0.243636364;-0.081162791;0.046129032;7
0.100961538;0.050980392;-0.03253012;0.386656442;0.021454006;-0.001080139;0.087331787;0.314247156;-0.034545455;-0.127674419;-0.276451613;6
0.120192308;0.001960784;0.075903614;0.138190184;0.03925816;-0.011533101;0.089651972;0.123385387;0.074545455;0.104883721;-0.244193548;4
-0.033653846;-0.145098039;0.021686747;-0.082668712;-0.028991098;0.044216028;-0.056519722;-0.055909003;0.201818182;0.023488372;0.159032258;8
0.091346154;0.16372549;0.136144578;-0.082668712;-0.017121662;-0.095156794;-0.12612529;-0.003855793;0.056363636;-0.069534884;0.046129032;5
0.1875;0.109803922;0.003614458;-0.007515337;0.027388724;-0.00804878;-0.024037123;-0.025062657;-0.216363636;0.023488372;0.207419355;6
0.100961538;-0.096078431;-0.002409639;-0.079601227;-0.037893175;-0.053344948;-0.153967517;-0.03470214;-0.061818182;-0.127674419;-0.002258065;7
0.024038462;0.031372549;0.027710843;-0.079601227;-0.028991098;-0.088188153;-0.033317865;-0.030846347;-0.043636364;-0.057906977;-0.099032258;6
0.091346154;-0.037254902;-0.092771084;0.004754601;0.000682493;-0.00804878;0.050208817;0.044341623;0.010909091;0.081627907;-0.11516129;6
0.014423077;0.070588235;-0.020481928;0.001687117;-0.05272997;-0.028954704;-0.119164733;-0.007711587;0.192727273;-0.081162791;0.142903226;7
-0.024038462;-0.017647059;-0.014457831;-0.024386503;0.273679525;0.019825784;0.068770302;0.021206863;0.010909091;-0.127674419;-0.195806452;5
-0.024038462;-0.007843137;-0.014457831;-0.016717791;0.270712166;-0.001080139;0.057169374;0.021206863;0.010909091;-0.127674419;-0.195806452;5
-0.004807692;-0.056862745;-0.026506024;0.038496933;0.000682493;0.162682927;0.115174014;0.02891845;0.101818182;-0.057906977;-0.034516129;6
-0.0625;-0.007843137;-0.008433735;0.03696319;0.003649852;0.103449477;0.198700696;0.04048583;-0.016363636;-0.023023256;-0.260322581;5
0.014423077;0.070588235;-0.020481928;0.001687117;-0.05272997;-0.028954704;-0.119164733;-0.007711587;0.192727273;-0.081162791;0.142903226;7
0.043269231;-0.047058824;0.021686747;-0.070398773;-0.040860534;0.086027875;0.040928074;-0.038557933;-0.070909091;-0.16255814;0.094516129;6
-0.0625;0.021568627;-0.080722892;0.003220859;-0.002284866;0.023310105;0.073410673;0.007711587;0.156363636;-0.04627907;-0.018387097;6
-0.043269231;0.070588235;-0.080722892;-0.010582822;-0.034925816;-0.060313589;-0.049559165;0.007711587;0.129090909;-0.069534884;-0.066774194;5
0.072115385;0.041176471;0.003614458;0.183435583;0.024421365;0.030278746;0.136055684;0.131096973;0.029090909;0.07;-0.244193548;5
-0.052884615;0.031372549;-0.020481928;0.055368098;0.000682493;0.047700348;0.170858469;0.042413727;0.501818182;0.07;0.223548387;6
0.033653846;-0.02745098;-0.03253012;0.122852761;0.027388724;0.068606272;0.154617169;0.088683247;-0.061818182;-0.127674419;-0.244193548;7
0.033653846;-0.02745098;-0.03253012;0.122852761;0.027388724;0.068606272;0.154617169;0.088683247;-0.061818182;-0.127674419;-0.244193548;7
0.043269231;-0.017647059;-0.002409639;0.175766871;0.00958457;0.021567944;0.131415313;0.1156738;-0.116363636;-0.057906977;-0.228064516;7
0.033653846;-0.02745098;-0.03253012;0.122852761;0.027388724;0.068606272;0.154617169;0.088683247;-0.061818182;-0.127674419;-0.244193548;7
0.052884615;-0.017647059;0.021686747;0.046165644;0.003649852;0.023310105;0.020046404;0.08097166;0.247272727;0.267674419;-0.082903226;5
0.043269231;-0.017647059;-0.002409639;0.175766871;0.00958457;0.021567944;0.131415313;0.1156738;-0.116363636;-0.057906977;-0.228064516;7
-0.014423077;-0.02745098;-0.044578313;-0.074233129;-0.014154303;0.289860627;0.180139211;0.01735107;0.329090909;0.163023256;-0.179677419;3
0.024038462;-0.115686275;-0.05060241;-0.078067485;-0.034925816;-0.025470383;-0.035638051;-0.048197417;0.074545455;0.07;0.142903226;6
0.206730769;0.149019608;-0.020481928;-0.075;0.012551929;-0.098641115;0.085011601;0.021206863;-0.070909091;-0.04627907;-0.131290323;4
